,condition,explained_var,fish_id,pca_num,region,time_window
0,shock,0.20923186084420284,f01606,0,in_r_LHb,0
1,shock,0.32876563015410587,f01606,1,in_r_LHb,0
2,shock,0.4288854778308758,f01606,2,in_r_LHb,0
3,shock,0.5108991447200292,f01606,3,in_r_LHb,0
4,shock,0.5695284291219431,f01606,4,in_r_LHb,0
5,shock,0.6123215594515887,f01606,5,in_r_LHb,0
6,shock,0.6455534246851328,f01606,6,in_r_LHb,0
7,shock,0.675530960363589,f01606,7,in_r_LHb,0
8,shock,0.7032317761191491,f01606,8,in_r_LHb,0
9,shock,0.7295746925618571,f01606,9,in_r_LHb,0
10,shock,0.7526786136909772,f01606,10,in_r_LHb,0
11,shock,0.7742980096678718,f01606,11,in_r_LHb,0
12,shock,0.794469861235093,f01606,12,in_r_LHb,0
13,shock,0.8105915766767864,f01606,13,in_r_LHb,0
14,shock,0.8251973609975138,f01606,14,in_r_LHb,0
15,shock,0.8396179811731544,f01606,15,in_r_LHb,0
16,shock,0.852419754875884,f01606,16,in_r_LHb,0
17,shock,0.8635574245482456,f01606,17,in_r_LHb,0
18,shock,0.8733833105828634,f01606,18,in_r_LHb,0
19,shock,0.8820016157998924,f01606,19,in_r_LHb,0
20,shock,0.8898938114912406,f01606,20,in_r_LHb,0
21,shock,0.8977178080454605,f01606,21,in_r_LHb,0
22,shock,0.9044331054884799,f01606,22,in_r_LHb,0
23,shock,0.9107915226068394,f01606,23,in_r_LHb,0
24,shock,0.9167087120149722,f01606,24,in_r_LHb,0
25,shock,0.921891695893887,f01606,25,in_r_LHb,0
26,shock,0.9266210780165343,f01606,26,in_r_LHb,0
27,shock,0.9311389801572529,f01606,27,in_r_LHb,0
28,shock,0.935305355104681,f01606,28,in_r_LHb,0
29,shock,0.9388320248021995,f01606,29,in_r_LHb,0
30,shock,0.9422008466754231,f01606,30,in_r_LHb,0
31,shock,0.9453080898930533,f01606,31,in_r_LHb,0
32,shock,0.9481912750642915,f01606,32,in_r_LHb,0
33,shock,0.9509070014758906,f01606,33,in_r_LHb,0
34,shock,0.9534396699717756,f01606,34,in_r_LHb,0
35,shock,0.9557861644012249,f01606,35,in_r_LHb,0
36,shock,0.9580170523216229,f01606,36,in_r_LHb,0
37,shock,0.9602130420145972,f01606,37,in_r_LHb,0
38,shock,0.9622211768791988,f01606,38,in_r_LHb,0
39,shock,0.9641060073795764,f01606,39,in_r_LHb,0
40,shock,0.9657258278217418,f01606,40,in_r_LHb,0
41,shock,0.9672708502579893,f01606,41,in_r_LHb,0
42,shock,0.9687129343006009,f01606,42,in_r_LHb,0
43,shock,0.9700257908709428,f01606,43,in_r_LHb,0
44,shock,0.9712406325656038,f01606,44,in_r_LHb,0
45,shock,0.9724135989582111,f01606,45,in_r_LHb,0
46,shock,0.9735472313441865,f01606,46,in_r_LHb,0
47,shock,0.9746182945648059,f01606,47,in_r_LHb,0
48,shock,0.9756058596595059,f01606,48,in_r_LHb,0
49,shock,0.9765148884432387,f01606,49,in_r_LHb,0
50,shock,0.9774108433565396,f01606,50,in_r_LHb,0
51,shock,0.978281451214036,f01606,51,in_r_LHb,0
52,shock,0.9791268833588719,f01606,52,in_r_LHb,0
53,shock,0.9798889488146905,f01606,53,in_r_LHb,0
54,shock,0.9806395832985549,f01606,54,in_r_LHb,0
55,shock,0.9813369167671488,f01606,55,in_r_LHb,0
56,shock,0.9819945159088541,f01606,56,in_r_LHb,0
57,shock,0.9826257254211287,f01606,57,in_r_LHb,0
58,shock,0.9832525829508174,f01606,58,in_r_LHb,0
59,shock,0.983842577466612,f01606,59,in_r_LHb,0
60,shock,0.9844170943869363,f01606,60,in_r_LHb,0
61,shock,0.9849748550212706,f01606,61,in_r_LHb,0
62,shock,0.9855060691181184,f01606,62,in_r_LHb,0
63,shock,0.9860235645231364,f01606,63,in_r_LHb,0
64,shock,0.9865143984134319,f01606,64,in_r_LHb,0
65,shock,0.9869577850289872,f01606,65,in_r_LHb,0
66,shock,0.9873996832430244,f01606,66,in_r_LHb,0
67,shock,0.9878218508026717,f01606,67,in_r_LHb,0
68,shock,0.9882304549579753,f01606,68,in_r_LHb,0
69,shock,0.9886193739932413,f01606,69,in_r_LHb,0
70,shock,0.9890034508380745,f01606,70,in_r_LHb,0
71,shock,0.9893490581574167,f01606,71,in_r_LHb,0
72,shock,0.9896805456751133,f01606,72,in_r_LHb,0
73,shock,0.9900084141972394,f01606,73,in_r_LHb,0
74,shock,0.9903090082729642,f01606,74,in_r_LHb,0
75,shock,0.9905940733434261,f01606,75,in_r_LHb,0
76,shock,0.9908751372330719,f01606,76,in_r_LHb,0
77,shock,0.9911431141966907,f01606,77,in_r_LHb,0
78,shock,0.9913992056078617,f01606,78,in_r_LHb,0
79,shock,0.9916483080470672,f01606,79,in_r_LHb,0
80,shock,0.9918892593580361,f01606,80,in_r_LHb,0
81,shock,0.9921247581352569,f01606,81,in_r_LHb,0
82,shock,0.9923592728459364,f01606,82,in_r_LHb,0
83,shock,0.9925791754078456,f01606,83,in_r_LHb,0
84,shock,0.9927903027894907,f01606,84,in_r_LHb,0
85,shock,0.9929916886182945,f01606,85,in_r_LHb,0
86,shock,0.9931863942247591,f01606,86,in_r_LHb,0
87,shock,0.9933752472141043,f01606,87,in_r_LHb,0
88,shock,0.9935619022729965,f01606,88,in_r_LHb,0
89,shock,0.9937430031193875,f01606,89,in_r_LHb,0
90,shock,0.9939228102056021,f01606,90,in_r_LHb,0
91,shock,0.9940983886798131,f01606,91,in_r_LHb,0
92,shock,0.9942664103125639,f01606,92,in_r_LHb,0
93,shock,0.9944261622325491,f01606,93,in_r_LHb,0
94,shock,0.9945815637809029,f01606,94,in_r_LHb,0
95,shock,0.9947367500151432,f01606,95,in_r_LHb,0
96,shock,0.9948836911048743,f01606,96,in_r_LHb,0
97,shock,0.9950259727289775,f01606,97,in_r_LHb,0
98,shock,0.9951623921511941,f01606,98,in_r_LHb,0
99,shock,0.9952965854453646,f01606,99,in_r_LHb,0
0,shock,0.2333596711744933,f01606,0,in_l_LHb,0
1,shock,0.36365597934304744,f01606,1,in_l_LHb,0
2,shock,0.47529289666641483,f01606,2,in_l_LHb,0
3,shock,0.5360383175901567,f01606,3,in_l_LHb,0
4,shock,0.5829670340095081,f01606,4,in_l_LHb,0
5,shock,0.6215398064215913,f01606,5,in_l_LHb,0
6,shock,0.6554636283921261,f01606,6,in_l_LHb,0
7,shock,0.6876862057782609,f01606,7,in_l_LHb,0
8,shock,0.7185543322811059,f01606,8,in_l_LHb,0
9,shock,0.7431112019918238,f01606,9,in_l_LHb,0
10,shock,0.7641808135790775,f01606,10,in_l_LHb,0
11,shock,0.7844241220408232,f01606,11,in_l_LHb,0
12,shock,0.8030387776086922,f01606,12,in_l_LHb,0
13,shock,0.8193187096533812,f01606,13,in_l_LHb,0
14,shock,0.8336105503334771,f01606,14,in_l_LHb,0
15,shock,0.8463047426320179,f01606,15,in_l_LHb,0
16,shock,0.8571368574767715,f01606,16,in_l_LHb,0
17,shock,0.8673376588467463,f01606,17,in_l_LHb,0
18,shock,0.8772952261390462,f01606,18,in_l_LHb,0
